TRADENAME,ADDRESS,LICENCETYPES,COMDISTNM,JOBSTATUSDESC,JOBCREATED,longitude,latitude,location,Count,, 
NOOREN SAMOSA,#3 2650 36 ST SE,FOOD SERVICE - PREMISES (NO SEATING),FOREST LAWN,RENEWAL LICENSED,06/13/2014 12:00:00 AM,-113.981146857921,51.03091689967,"(51.03091689967, -113.981146857921)",1,,
SUBWAY SANDWICHES & SALADS,528 4 AV SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,04/01/1997 12:00:00 AM,-114.0731645958,51.0499582391287,"(51.0499582391287, -114.0731645958)",1,,
PIZZA 73,#136 12024 SYMONS VALLEY RD NW,FOOD SERVICE - PREMISES (NO SEATING),EVANSTON,RENEWAL LICENSED,02/02/2009 12:00:00 AM,-114.124321847079,51.1622710228719,"(51.1622710228719, -114.124321847079)",1,,
OLIVIER'S CANDIES - CHOCOLATE CHOICES,#100B 1316 9 AV SE,FOOD SERVICE - PREMISES (NO SEATING),INGLEWOOD,RENEWAL LICENSED,01/04/2006 12:00:00 AM,-114.033127914953,51.0410371329696,"(51.0410371329696, -114.033127914953)",1,,
BOOSTER JUICE,11674 SARCEE TR NW,FOOD SERVICE - PREMISES (NO SEATING),SHERWOOD,RENEWAL LICENSED,01/22/2009 12:00:00 AM,-114.159366739079,51.1571221157028,"(51.1571221157028, -114.159366739079)",1,,
CUT RITE MEATS,#1 5100 HUBALTA RD SE,FOOD SERVICE - PREMISES (NO SEATING),FOREST LAWN INDUSTRIAL,RENEWAL LICENSED,02/28/2007 12:00:00 AM,-113.960597189542,51.0328723513731,"(51.0328723513731, -113.960597189542)",1,,
SAFA SHAWARMA,#4F 2640 52 ST NE,FOOD SERVICE - PREMISES (NO SEATING),PINERIDGE,LICENSED,03/23/2017 12:00:00 AM,-113.956056055192,51.0756537498291,"(51.0756537498291, -113.956056055192)",1,,
WENDY'S RESTAURANT,#208K 401 9 AV SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,03/25/1997 12:00:00 AM,-114.069562561001,51.0443087492828,"(51.0443087492828, -114.069562561001)",1,,
RUCA'S,381 HERITAGE DR SE,FOOD SERVICE - PREMISES (NO SEATING),ACADIA,LICENSED,01/09/2017 12:00:00 AM,-114.060790043464,50.9792906716477,"(50.9792906716477, -114.060790043464)",1,,
SUSHI-Q,#9F 6455 MACLEOD TR SW,FOOD SERVICE - PREMISES (NO SEATING),MEADOWLARK PARK,RENEWAL LICENSED,04/28/2000 12:00:00 AM,-114.0738360896,50.9979758797472,"(50.9979758797472, -114.0738360896)",1,,
PIZZA 73,#2108 380 CANYON MEADOWS DR SE,FOOD SERVICE - PREMISES (NO SEATING),LAKE BONAVISTA,RENEWAL LICENSED,01/08/2008 12:00:00 AM,-114.064422122684,50.9312929446678,"(50.9312929446678, -114.064422122684)",1,,
FOOTHILLS GOOD EARTH #63055,1403 29 ST NW,FOOD SERVICE - PREMISES (NO SEATING),ST. ANDREWS HEIGHTS,RENEWAL LICENSED,12/06/2013 12:00:00 AM,-114.134420435123,51.0645875321878,"(51.0645875321878, -114.134420435123)",1,,
A & W,#201 240 4 AV SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,EXPIRED,10/25/2010 12:00:00 AM,-114.067093951592,51.0499296523936,"(51.0499296523936, -114.067093951592)",1,,
CANADIAN PIZZA UNLIMITED,314B 10 ST NW,FOOD SERVICE - PREMISES (NO SEATING),SUNNYSIDE,RENEWAL LICENSED,11/10/2003 12:00:00 AM,-114.085541028684,51.0545046482678,"(51.0545046482678, -114.085541028684)",1,,
CHICKEN ON THE WAY,#207 150 CROWFOOT CR NW,FOOD SERVICE - PREMISES (NO SEATING),ARBOUR LAKE,LICENSED,02/27/2017 12:00:00 AM,-114.195739443124,51.1278123803255,"(51.1278123803255, -114.195739443124)",1,,
PAPA JOHN'S PIZZA,#119 12100 MACLEOD TR SE,FOOD SERVICE - PREMISES (NO SEATING),LAKE BONAVISTA,RENEWAL LICENSED,03/17/2006 12:00:00 AM,-114.068960236546,50.9448533365202,"(50.9448533365202, -114.068960236546)",1,,
CHICAGO DEEP DISH PIZZA,#7A 3012 17 AV SE,FOOD SERVICE - PREMISES (NO SEATING),ALBERT PARK/RADISSON HEIGHTS,RENEWAL LICENSED,03/21/1996 12:00:00 AM,-113.991625222062,51.0389002413926,"(51.0389002413926, -113.991625222062)",1,,
GOOD EARTH COFFEHOUSE AND BAKERY,#113Z 4825 MOUNT ROYAL GA SW,FOOD SERVICE - PREMISES (NO SEATING),LINCOLN PARK,RENEWAL LICENSED,07/30/2009 12:00:00 AM,-114.132719767315,51.0126033546985,"(51.0126033546985, -114.132719767315)",1,,
EAT-A-PITA,4602 17 AV SE,FOOD SERVICE - PREMISES (NO SEATING),FOREST LAWN,RENEWAL LICENSED,05/03/2005 12:00:00 AM,-113.968184100854,51.0382172727297,"(51.0382172727297, -113.968184100854)",1,,
PAPA JOHN'S PIZZA,#101 18 ARBOUR LAKE WY NW,FOOD SERVICE - PREMISES (NO SEATING),ARBOUR LAKE,RENEWAL LICENSED,11/19/2010 12:00:00 AM,-114.185236176883,51.1378808585138,"(51.1378808585138, -114.185236176883)",1,,
QUEENSLAND COMMUNITY ASSOCIATION,605 QUEENSLAND DR SE,FOOD SERVICE - PREMISES (NO SEATING),QUEENSLAND,RENEWAL LICENSED,05/31/1999 12:00:00 AM,-114.023356403022,50.9395363959574,"(50.9395363959574, -114.023356403022)",1,,
OLLY FRESCO'S BOW VALLEY SQUARE,#231 205 5 AV SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,04/20/2011 12:00:00 AM,-114.065942038004,51.0481764615304,"(51.0481764615304, -114.065942038004)",1,,
CORNERSTONE CAFE,#132 3715 51 ST SW,FOOD SERVICE - PREMISES (NO SEATING),GLENBROOK,RENEWAL LICENSED,02/28/2011 12:00:00 AM,-114.1620783329,51.0212154428831,"(51.0212154428831, -114.1620783329)",1,,
K-THI VIET CUISINE,2135 33 AV SW,FOOD SERVICE - PREMISES (NO SEATING),SOUTH CALGARY,RENEWAL LICENSED,04/30/2013 12:00:00 AM,-114.111432408388,51.0237699354394,"(51.0237699354394, -114.111432408388)",1,,
CINNZEO,#227 100 ANDERSON RD SE,FOOD SERVICE - PREMISES (NO SEATING),WILLOW PARK,RENEWAL LICENSED,03/23/2009 12:00:00 AM,-114.066230364441,50.9526117047302,"(50.9526117047302, -114.066230364441)",1,,
C B DRIVE-IN,793 NORTHMOUNT DR NW,FOOD SERVICE - PREMISES (NO SEATING),COLLINGWOOD,RENEWAL LICENSED,04/23/1997 12:00:00 AM,-114.096977587799,51.0825956310977,"(51.0825956310977, -114.096977587799)",1,,
BAKE'N SHAKE FOODS CANADA,4803 17 AV SE,FOOD SERVICE - PREMISES (NO SEATING),FOREST LAWN,RENEWAL LICENSED,01/12/2009 12:00:00 AM,-113.96538626115,51.037389182014,"(51.037389182014, -113.96538626115)",1,,
SOUTH FISH CREEK RECREATION,333 SHAWVILLE BV SE,FOOD SERVICE - PREMISES (NO SEATING),SHAWNESSY,RENEWAL LICENSED,04/17/2001 12:00:00 AM,-114.064565717009,50.8973319997527,"(50.8973319997527, -114.064565717009)",1,,
KERNELS,#8Z 3625 SHAGANAPPI TR NW,FOOD SERVICE - PREMISES (NO SEATING),VARSITY,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.155408270939,51.0847250634681,"(51.0847250634681, -114.155408270939)",1,,
PIZZA 73,#140 5305 COUNTRY HILLS BV NE,FOOD SERVICE - PREMISES (NO SEATING),SKYVIEW RANCH,LICENSED,02/22/2017 12:00:00 AM,-113.957455887014,51.1549612876408,"(51.1549612876408, -113.957455887014)",1,,
YOGEN FRUZ,#9LA 3625 SHAGANAPPI TR NW,FOOD SERVICE - PREMISES (NO SEATING),VARSITY,RENEWAL LICENSED,05/13/2015 12:00:00 AM,-114.155408270939,51.0847250634681,"(51.0847250634681, -114.155408270939)",1,,
TACO TIME - #AB63,2000 AIRPORT RD NE,FOOD SERVICE - PREMISES (NO SEATING),CALGARY INTERNATIONAL AIRPORT,RENEWAL LICENSED,12/23/2010 12:00:00 AM,-114.006647468536,51.1289921492459,"(51.1289921492459, -114.006647468536)",1,,
SMASHBURGER #1198,#319 8888 COUNTRY HILLS BV NW,FOOD SERVICE - PREMISES (SEATING),ROYAL VISTA,RENEWAL LICENSED,02/08/2012 12:00:00 AM,-114.21489442,51.1519932596985,"(51.1519932596985, -114.21489442)",1,,
FRESH TASTE CORNER,#106 3115 12 ST NE,FOOD SERVICE - PREMISES (SEATING),SOUTH AIRWAYS,RENEWAL LICENSED,03/31/2015 12:00:00 AM,-114.027751032186,51.0799875643715,"(51.0799875643715, -114.027751032186)",1,,
CENTRAL GRAND COURT,1623 CENTRE ST NW,FOOD SERVICE - PREMISES (SEATING),CRESCENT HEIGHTS,RENEWAL LICENSED,05/11/2000 12:00:00 AM,-114.063494250747,51.0664575810187,"(51.0664575810187, -114.063494250747)",1,,
STARBUCKS COFFEE #4504,5570 SIGNAL HILL CE SW,FOOD SERVICE - PREMISES (SEATING),SIGNAL HILL,RENEWAL LICENSED,11/17/2003 12:00:00 AM,-114.169864265729,51.0203756637622,"(51.0203756637622, -114.169864265729)",1,,
CHOICES AT CHARLESGLEN,7687 110 AV NW,FOOD SERVICE - PREMISES (SEATING),ROYAL VISTA,RENEWAL LICENSED,10/21/2015 12:00:00 AM,-114.193747670701,51.1524584280365,"(51.1524584280365, -114.193747670701)",1,,
TUTTI FRUTTI FROZEN YOGURT,11668 SARCEE TR NW,FOOD SERVICE - PREMISES (SEATING),SHERWOOD,RENEWAL LICENSED,09/04/2014 12:00:00 AM,-114.15966947988,51.1568916688473,"(51.1568916688473, -114.15966947988)",1,,
SILVER DRAGON RESTAURANT,106 3 AV SE,FOOD SERVICE - PREMISES (SEATING),CHINATOWN,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.062226597086,51.0505569376713,"(51.0505569376713, -114.062226597086)",1,,
TIM HORTONS #1592,4953 BARLOW TR SE,FOOD SERVICE - PREMISES (SEATING),VALLEYFIELD,RENEWAL LICENSED,09/17/2013 12:00:00 AM,-114.004227599078,51.0101991165419,"(51.0101991165419, -114.004227599078)",1,,
NELLIE'S COSMIC CAFE,1001 17 AV SW,FOOD SERVICE - PREMISES (SEATING),MOUNT ROYAL LOWER,RENEWAL LICENSED,02/13/2003 12:00:00 AM,-114.084540651979,51.0376497516635,"(51.0376497516635, -114.084540651979)",1,,
OPA! OF GREECE,#118 250 SHAWVILLE BV SE,FOOD SERVICE - PREMISES (SEATING),SHAWNESSY,RENEWAL LICENSED,05/27/2016 12:00:00 AM,-114.063424674159,50.9026789106135,"(50.9026789106135, -114.063424674159)",1,,
WENDYS,#2 5 HERITAGE GA SE,FOOD SERVICE - PREMISES (SEATING),EAST FAIRVIEW INDUSTRIAL,RENEWAL LICENSED,05/14/2015 12:00:00 AM,-114.045757774874,50.9879594267054,"(50.9879594267054, -114.045757774874)",1,,
SAIGON PASSION,#400 5075 FALCONRIDGE BV NE,FOOD SERVICE - PREMISES (SEATING),WESTWINDS,LICENSED,04/03/2017 12:00:00 AM,-113.960763097509,51.0969449378775,"(51.0969449378775, -113.960763097509)",1,,
VELVET CAFE,#101 502 25 AV NW,FOOD SERVICE - PREMISES (SEATING),MOUNT PLEASANT,RENEWAL LICENSED,11/15/2013 12:00:00 AM,-114.071917321105,51.0754461487821,"(51.0754461487821, -114.071917321105)",1,,
LOBLAWS CITY MARKET,10 SAGE HILL PZ NW,FOOD SERVICE - PREMISES (SEATING),SAGE HILL,RENEWAL LICENSED,01/05/2016 12:00:00 AM,-114.151601833266,51.1698151279097,"(51.1698151279097, -114.151601833266)",1,,
BOWNESS PUB,#76 7930 BOWNESS RD NW,FOOD SERVICE - PREMISES (SEATING),BOWNESS,RENEWAL LICENSED,12/16/2010 12:00:00 AM,-114.199922540714,51.0904428826495,"(51.0904428826495, -114.199922540714)",1,,
DIRTBELLY,#275 317 7 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,06/04/2015 12:00:00 AM,-114.069129045822,51.0461989649344,"(51.0461989649344, -114.069129045822)",1,,
TONY ROMA'S,3010 23 ST NE,FOOD SERVICE - PREMISES (SEATING),SOUTH AIRWAYS,RENEWAL LICENSED,01/08/2001 12:00:00 AM,-114.002532824411,51.0798212618482,"(51.0798212618482, -114.002532824411)",1,,
MILLARVILLE CATERING,#B 14500 BANNISTER RD SE,FOOD SERVICE - PREMISES (SEATING),MIDNAPORE,RENEWAL LICENSED,07/11/2008 12:00:00 AM,-114.067066475071,50.9235875021998,"(50.9235875021998, -114.067066475071)",1,,
TASTE OF HIMALAYAS,#38 240 MIDPARK WY SE,FOOD SERVICE - PREMISES (SEATING),MIDNAPORE,LICENSED,04/17/2017 12:00:00 AM,-114.062910649424,50.9137633621434,"(50.9137633621434, -114.062910649424)",1,,
MESHI,#101 1177 11 AV SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,LICENSED,12/02/2016 12:00:00 AM,-114.088504858754,51.0428069460313,"(51.0428069460313, -114.088504858754)",1,,
CENTENNIAL BRANCH 285,9202 HORTON RD SW,FOOD SERVICE - PREMISES (SEATING),HAYSBORO,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.074484393188,50.9737132375481,"(50.9737132375481, -114.074484393188)",1,,
CREEKSIDE SUBWAY,#114 11988 SYMONS VALLEY RD NW,FOOD SERVICE - PREMISES (SEATING),EVANSTON,RENEWAL LICENSED,01/19/2007 12:00:00 AM,-114.122242714234,51.1606966308442,"(51.1606966308442, -114.122242714234)",1,,
VALENDINE,2001 CENTRE ST NW,FOOD SERVICE - PREMISES (SEATING),TUXEDO PARK,LICENSED,04/11/2017 12:00:00 AM,-114.062861644052,51.0699202466223,"(51.0699202466223, -114.062861644052)",1,,
JOEY TOMATO'S KITCHEN,50 CROWFOOT WY NW,FOOD SERVICE - PREMISES (SEATING),ARBOUR LAKE,RENEWAL LICENSED,05/05/2010 12:00:00 AM,-114.202452161956,51.1247447467861,"(51.1247447467861, -114.202452161956)",1,,
TAZZA GRILL & DELI,1105 1 AV NE,FOOD SERVICE - PREMISES (SEATING),BRIDGELAND/RIVERSIDE,RENEWAL LICENSED,10/21/2003 12:00:00 AM,-114.037369386964,51.0530930888968,"(51.0530930888968, -114.037369386964)",1,,
NORTH GLENMORE PARK CHARITABLE ORGANIZATION,2231 LONGRIDGE DR SW,FOOD SERVICE - PREMISES (SEATING),NORTH GLENMORE PARK,RENEWAL LICENSED,08/05/1999 12:00:00 AM,-114.112056510515,50.9981064310485,"(50.9981064310485, -114.112056510515)",1,,
ADOBO EXPERIENCE,4303 17 AV SE,FOOD SERVICE - PREMISES (SEATING),FOREST LAWN,RENEWAL LICENSED,05/13/2015 12:00:00 AM,-113.972351690536,51.0375829306607,"(51.0375829306607, -113.972351690536)",1,,
GAROSU KOREAN RESTAURANT,704 7 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,08/10/2015 12:00:00 AM,-114.076554775772,51.0471576183106,"(51.0471576183106, -114.076554775772)",1,,
DANISH CANADIAN CLUB,727 11 AV SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.078058511163,51.0425227148872,"(51.0425227148872, -114.078058511163)",1,,
THANH LONG NOODLE HOUSE,1204 17 AV SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,RENEWAL LICENSED,11/18/2002 12:00:00 AM,-114.089625844909,51.0381120998371,"(51.0381120998371, -114.089625844909)",1,,
MAZAJ,230 7 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,06/05/2009 12:00:00 AM,-114.067261523221,51.0468705213262,"(51.0468705213262, -114.067261523221)",1,,
FRESHII,1019 8 ST SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,LICENSED,03/10/2017 12:00:00 AM,-114.082075326687,51.0435736934535,"(51.0435736934535, -114.082075326687)",1,,
EDO JAPAN,#8 7929 11 ST SE,FOOD SERVICE - PREMISES (SEATING),EAST FAIRVIEW INDUSTRIAL,RENEWAL LICENSED,09/09/2013 12:00:00 AM,-114.042936934002,50.9839073087739,"(50.9839073087739, -114.042936934002)",1,,
INVOLTINI RISTORANTE/OAKRIDGE PIZZA,#105 2515 90 AV SW,FOOD SERVICE - PREMISES (SEATING),OAKRIDGE,RENEWAL LICENSED,09/29/2009 12:00:00 AM,-114.119738254554,50.9715593727975,"(50.9715593727975, -114.119738254554)",1,,
TWISTED ELEMENT (THE),1006 11 AV SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,LICENSED,01/18/2017 12:00:00 AM,-114.084372779315,51.0432258052221,"(51.0432258052221, -114.084372779315)",1,,
RIVER CAFE,25 PRINCE'S ISLAND PA SW,FOOD SERVICE - PREMISES (SEATING),EAU CLAIRE,RENEWAL LICENSED,05/29/1995 12:00:00 AM,-114.071615537067,51.0548597570214,"(51.0548597570214, -114.071615537067)",1,,
AIDA'S DONAIR,47 HIGH ST SE,FOOD SERVICE - PREMISES (SEATING),MCKENZIE TOWNE,RENEWAL LICENSED,10/03/2005 12:00:00 AM,-113.961095542896,50.9153881942502,"(50.9153881942502, -113.961095542896)",1,,
PHO HUONG VIET,#145 1829 RANCHLANDS BV NW,FOOD SERVICE - PREMISES (SEATING),RANCHLANDS,RENEWAL LICENSED,09/22/2010 12:00:00 AM,-114.197471937276,51.1230860871761,"(51.1230860871761, -114.197471937276)",1,,
FLIPP'N BURGERS,2308 4 ST SW,FOOD SERVICE - PREMISES (SEATING),MISSION,RENEWAL LICENSED,03/24/2016 12:00:00 AM,-114.071251515259,51.0321260301601,"(51.0321260301601, -114.071251515259)",1,,
GOOD EARTH CAFE,#116 332 ASPEN GLEN LD SW,FOOD SERVICE - PREMISES (SEATING),ASPEN WOODS,RENEWAL LICENSED,10/08/2015 12:00:00 AM,-114.20818877206,51.0396148185198,"(51.0396148185198, -114.20818877206)",1,,
BIG T'S BBQ & SMOKEHOUSE,2138 CROWCHILD TR NW,FOOD SERVICE - PREMISES (SEATING),BANFF TRAIL,RENEWAL LICENSED,05/13/2008 12:00:00 AM,-114.116776838779,51.0703644839589,"(51.0703644839589, -114.116776838779)",1,,
LYNNWOOD STATION,7025 OGDEN RD SE,FOOD SERVICE - PREMISES (SEATING),OGDEN,RENEWAL LICENSED,09/30/2011 12:00:00 AM,-114.000936484975,50.9890268290202,"(50.9890268290202, -114.000936484975)",1,,
WENDYS,8911 BONAVENTURE DR SE,FOOD SERVICE - PREMISES (SEATING),ACADIA,RENEWAL LICENSED,05/14/2015 12:00:00 AM,-114.069184338258,50.9737060532241,"(50.9737060532241, -114.069184338258)",1,,
REGENCY PALACE RESTAURANT,#335 328 CENTRE ST SE,FOOD SERVICE - PREMISES (SEATING),CHINATOWN,RENEWAL LICENSED,06/07/2011 12:00:00 AM,-114.06173560558,51.0495683812247,"(51.0495683812247, -114.06173560558)",1,,
PITA CORNER,4012 26 ST SE,FOOD SERVICE - PREMISES (SEATING),DOVER,RENEWAL LICENSED,12/09/2010 12:00:00 AM,-113.998443569959,51.0181375573785,"(51.0181375573785, -113.998443569959)",1,,
CALGARY PRODUCE MARKET,#511 4774 WESTWINDS DR NE,FOOD SERVICE - PREMISES (SEATING),WESTWINDS,RENEWAL LICENSED,06/04/2014 12:00:00 AM,-113.965717965381,51.1011754217375,"(51.1011754217375, -113.965717965381)",1,,
WENDY'S RESTAURANT,#220W 150 6 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.06445927869,51.0479979696367,"(51.0479979696367, -114.06445927869)",1,,
SUBWAY SANDWICHES & SALADS,#106 2066 18 AV NE,FOOD SERVICE - PREMISES (SEATING),VISTA HEIGHTS,RENEWAL LICENSED,04/17/2006 12:00:00 AM,-114.012547673944,51.0693744365955,"(51.0693744365955, -114.012547673944)",1,,
MAX'S RESTAURANT,3575 20 AV NE,FOOD SERVICE - PREMISES (SEATING),SUNRIDGE,LICENSED,02/02/2017 12:00:00 AM,-113.984031685948,51.0690512677582,"(51.0690512677582, -113.984031685948)",1,,
SUBWAY SKYVIEW,#3107 55 SKYVIEW RANCH RD NE,FOOD SERVICE - PREMISES (SEATING),SKYVIEW RANCH,PENDING RENEWAL,09/15/2011 12:00:00 AM,-113.962414724607,51.1648249072077,"(51.1648249072077, -113.962414724607)",1,,
SUBWAY SANDWICHES & SALADS,1216 16 AV NW,FOOD SERVICE - PREMISES (SEATING),CAPITOL HILL,RENEWAL LICENSED,12/16/2013 12:00:00 AM,-114.08850819261,51.0673022214933,"(51.0673022214933, -114.08850819261)",1,,
TIM HORTON'S,10810 50 ST SE,FOOD SERVICE - PREMISES (SEATING),EAST SHEPARD INDUSTRIAL,RENEWAL LICENSED,10/21/2014 12:00:00 AM,-113.961220723954,50.9567726932336,"(50.9567726932336, -113.961220723954)",1,,
BLUSH LANE ORGANIC MARKET,2044 33 AV SW,FOOD SERVICE - PREMISES (SEATING),SOUTH CALGARY,LICENSED,03/09/2017 12:00:00 AM,-114.108954629858,51.0242305077761,"(51.0242305077761, -114.108954629858)",1,,
CHOP STEAKHOUSE BAR,6605 MACLEOD TR SW,FOOD SERVICE - PREMISES (SEATING),MEADOWLARK PARK,RENEWAL LICENSED,05/25/2010 12:00:00 AM,-114.074244700521,50.9951562638421,"(50.9951562638421, -114.074244700521)",1,,
MARCELLO'S MARKET AND DELI,#215 414 3 ST SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,LICENSED,04/11/2016 12:00:00 AM,-114.069747706174,51.0489080355084,"(51.0489080355084, -114.069747706174)",1,,
SUBWAY SANDWICHES & SALADS,#7 11440 BRAESIDE DR SW,FOOD SERVICE - PREMISES (SEATING),BRAESIDE,RENEWAL LICENSED,04/19/2004 12:00:00 AM,-114.116551319827,50.953219182513,"(50.953219182513, -114.116551319827)",1,,
SUNSHINE VIETNEMESE RESTAURANT,#2112 380 CANYON MEADOWS DR SE,FOOD SERVICE - PREMISES (SEATING),LAKE BONAVISTA,RENEWAL LICENSED,05/18/2007 12:00:00 AM,-114.064422122684,50.9312929446678,"(50.9312929446678, -114.064422122684)",1,,
STARBUCKS COFFEE #4273,#171D 1600 90 AV SW,FOOD SERVICE - PREMISES (SEATING),BAYVIEW,RENEWAL LICENSED,06/11/1997 12:00:00 AM,-114.098485569343,50.973112956845,"(50.973112956845, -114.098485569343)",1,,
WITHOUT PAPERS PIZZA,1216C 9 AV SE,FOOD SERVICE - PREMISES (SEATING),INGLEWOOD,RENEWAL LICENSED,01/26/2011 12:00:00 AM,-114.035717467243,51.0420068404118,"(51.0420068404118, -114.035717467243)",1,,
TOSCANA ITALIAN GRILL / NEXT DOOR WINE & APPETIZERS,#1B 8330 MACLEOD TR SE,FOOD SERVICE - PREMISES (SEATING),ACADIA,RENEWAL LICENSED,04/08/2011 12:00:00 AM,-114.069687928413,50.9786841621204,"(50.9786841621204, -114.069687928413)",1,,
WENTWORTH MANOR,5717 14 AV SW,FOOD SERVICE - PREMISES (SEATING),CHRISTIE PARK,PENDING RENEWAL,09/04/1996 12:00:00 AM,-114.170158574536,51.0388943763814,"(51.0388943763814, -114.170158574536)",1,,
DAIRY QUEEN,#115 722 85 ST SW,FOOD SERVICE - PREMISES (SEATING),WEST SPRINGS,RENEWAL LICENSED,02/09/2015 12:00:00 AM,-114.210569047521,51.066376698386,"(51.066376698386, -114.210569047521)",1,,
GONG KEE BBQ NOODLE HOUSE,#5 4527 8 AV SE,FOOD SERVICE - PREMISES (SEATING),FOREST LAWN,RENEWAL LICENSED,04/09/2013 12:00:00 AM,-113.969199909285,51.0443493017398,"(51.0443493017398, -113.969199909285)",1,,
SMOKEHOUSE DINER,6805 OGDEN RD SE,FOOD SERVICE - PREMISES (SEATING),OGDEN,RENEWAL LICENSED,11/14/2006 12:00:00 AM,-114.002368266956,50.9914401908666,"(50.9914401908666, -114.002368266956)",1,,
MUCHO BURRITO,#933 33 HERITAGE MEADOWS WY SE,FOOD SERVICE - PREMISES (SEATING),EAST FAIRVIEW INDUSTRIAL,EXPIRED,04/09/2013 12:00:00 AM,-114.040710165764,50.982023524487,"(50.982023524487, -114.040710165764)",1,,
HUMPTY'S FAMILY RESTAURANT #21,6510 4 ST NE,FOOD SERVICE - PREMISES (SEATING),HUNTINGTON HILLS,LICENSED,02/24/2017 12:00:00 AM,-114.056068505404,51.1115985641814,"(51.1115985641814, -114.056068505404)",1,,
AVELLINO'S PANINI,#260 700 6 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,05/14/2014 12:00:00 AM,-114.076662832106,51.0481088533249,"(51.0481088533249, -114.076662832106)",1,,
LAZY LOAF AND KETTLE,#100 8 PARKDALE CR NW,FOOD SERVICE - PREMISES (SEATING),PARKDALE,RENEWAL LICENSED,06/14/1999 12:00:00 AM,-114.135567164786,51.0580419047809,"(51.0580419047809, -114.135567164786)",1,,
KONA POKE,939 10 AV SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,LICENSED,06/14/2017 12:00:00 AM,-114.083098127608,51.0435991236792,"(51.0435991236792, -114.083098127608)",1,,
MCDONALD'S RESTAURANT,5219 FALSBRIDGE DR NE,FOOD SERVICE - PREMISES (SEATING),FALCONRIDGE,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-113.957732125014,51.0990243169094,"(51.0990243169094, -113.957732125014)",1,,
HUSKEY TRAVEL CENTRE,2525 32 AV NE,FOOD SERVICE - PREMISES (SEATING),SUNRIDGE,RENEWAL LICENSED,05/21/2013 12:00:00 AM,-114.000103099435,51.0807421442143,"(51.0807421442143, -114.000103099435)",1,,
SCOPA,#A 2220 CENTRE ST NE,FOOD SERVICE - PREMISES (SEATING),TUXEDO PARK,RENEWAL LICENSED,12/06/2004 12:00:00 AM,-114.062023771757,51.0720657833752,"(51.0720657833752, -114.062023771757)",1,,
CHINA PALACE RESTAURANT,#21 6219 CENTRE ST NW,FOOD SERVICE - PREMISES (SEATING),THORNCLIFFE,RENEWAL LICENSED,10/08/2009 12:00:00 AM,-114.063549481773,51.1077311291371,"(51.1077311291371, -114.063549481773)",1,,
MR GUO'S CAFE,25 CROWFOOT RI NW,FOOD SERVICE - PREMISES (SEATING),ARBOUR LAKE,RENEWAL LICENSED,10/14/2014 12:00:00 AM,-114.211064199092,51.1258701250349,"(51.1258701250349, -114.211064199092)",1,,
STARBUCKS COFFEE #17369,#230 801 6 ST SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,04/10/2012 12:00:00 AM,-114.077203539365,51.0455229355713,"(51.0455229355713, -114.077203539365)",1,,
KFC #1749,1240 17 AV SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,RENEWAL LICENSED,05/15/2012 12:00:00 AM,-114.09141730599,51.0380146847364,"(51.0380146847364, -114.09141730599)",1,,
MENCHIE'S FROZEN YOGURT,#121 971 64 AV NE,FOOD SERVICE - PREMISES (SEATING),DEERFOOT BUSINESS CENTRE,RENEWAL LICENSED,07/06/2015 12:00:00 AM,-114.040459372966,51.1101373116632,"(51.1101373116632, -114.040459372966)",1,,
